price,address,mls,office_name,office_type,office_address,Property Type,Building Type,Storeys,Square Footage,Community Name,Title,Annual Property Taxes,Parking Type,Time on REALTOR.ca,Above Grade,Total,Partial,Appliances Included,Features,Building Amenities,Cooling,Heating Type,Exterior Finish,Community Features,Maintenance Fees,Maintenance Fees Include,Maintenance Management Company,Total Parking Spaces,View,Below Grade,Flooring,Structures,Land Size,Basement Features,Basement Type,Style,Architecture Style,Fire Protection,Rental Equipment,Fireplace,Utility Sewer,Water,Amenities Nearby,Fencing,Frontage,Land Depth,Foundation Type,Utility Type,Zoning Description,Pool Type,Split Level Style,Landscape Features,Surface Water,Subdivision Name,Built in,Storage,Total Units,Above Grade Finished,Below Grade Finished,Access,Waterfront,Utility Communications,Construction Status,Construction Material,Waterfront Name,Other Style,Fireplace Fuel,Utility-Hydro,Other,Age Of Building,Business Type
"$515,000","1112 - 14 YORK STREETToronto (Waterfront Communities), Ontario M5J0B1",C10430498,RE/MAX NOBLECORP REAL ESTATE,Brokerage,"3603 LANGSTAFF RD #14&15VAUGHAN, Ontario L4K9G7",Single Family,Apartment,,500 - 599 sqft,Waterfront Communities C1,Condominium/Strata,"$3,497.66 (CAD)",Underground,3 days,1,1,,"Dryer, Hood Fan, Microwave, Oven, Refrigerator, Stove, Washer, Window Coverings","Balcony, Carpet Free, In suite Laundry",Storage - Locker,Central air conditioning,Heat Pump (Natural gas),Concrete,Pet Restrictions,$502.95 (CAD) Monthly,"Heat, Water, Common Area Maintenance, Insurance",Duke Property Management,0,,1,Hardwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,000,000","521 LANSDOWNE AVENUEToronto (Dufferin Grove), Ontario M6H3Y2",C10430525,RE/MAX WEST REALTY INC.,Brokerage,,Single Family,House,2.5,1500 - 2000 sqft,Dufferin Grove,Freehold,"$5,643.63 (CAD)",Detached Garage,3 days,4,2,,Window Coverings,Lane,,,Forced air (Oil),"Vinyl siding, Insul Brick",,,,,2,,,"Ceramic, Hardwood, Carpeted",,20 x 135 FT,,Full (Finished),Detached,,,,,Sanitary sewer,Municipal water,"Park, Place of Worship, Public Transit, Schools",Fenced yard,20 ft,135 ft,Block,,R(d0.6),,,,,,,,,,,,,,,,,,,,,,
"$1,275,000","101 - 250 LAWRENCE AVENUE WToronto (Lawrence Park North), Ontario M5M1B2",C10430562,CENTURY 21 ATRIA REALTY INC.,Brokerage,"501 QUEEN ST W #200TORONTO, Ontario M5V2B4",Single Family,Row / Townhouse,2,1200 - 1399 sqft,Lawrence Park North,Condominium/Strata,$1 (CAD),Underground,3 days,2,3,1,"Dishwasher, Dryer, Hood Fan, Microwave, Oven, Refrigerator, Stove, Washer, Window Coverings",Carpet Free,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$680 (CAD) Monthly,"Insurance, Parking",Del Property Management,1,,1,"Laminate, Ceramic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$2,489,000","61 LAURENTIDE DRIVE WToronto (Parkwoods-Donalda), Ontario M3A3E1",C10430576,CENTURY 21 LEADING EDGE REALTY INC.,Brokerage,"18 WYNFORD DRIVE #214TORONTO, Ontario M3C3S2",Single Family,House,,,Parkwoods-Donalda,Freehold,"$9,281.20 (CAD)",Attached Garage,3 days,5,3,,"Garage door opener remote(s), Central Vacuum, Dishwasher, Dryer, Refrigerator, Stove, Washer, Window Coverings",,,Central air conditioning,Heat Pump (Natural gas),Brick,,,,,6,,,Laminate,,85 x 125.83 FT,,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,"Hospital, Public Transit, Schools",,85 ft,"125 ft ,9 in",Unknown,,,,Sidesplit,,,,,,,,,,,,,,,,,,,,
"$515,000","802 - 801 KING STREET WToronto (Niagara), Ontario M5V3C9",C10430578,ROYAL LEPAGE YOUR COMMUNITY REALTY,Brokerage,"187 KING STREET EASTTORONTO, Ontario M5A1J5",Single Family,Apartment,,700 - 799 sqft,Niagara,Condominium/Strata,"$2,303.23 (CAD)",Underground,3 days,1,1,,Window Coverings,Carpet Free,"Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Brick,"Pet Restrictions, Community Centre",$758.80 (CAD) Monthly,"Heat, Electricity, Water, Common Area Maintenance, Insurance, Parking",Dash Property Management,1,,1,Tile,,,,,,,,,,,,"Hospital, Park, Place of Worship, Public Transit, Schools",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$549,000","S318 - 120 BAYVIEW AVENUEToronto (Waterfront Communities), Ontario M5A0G4",C10430601,SOTHEBY'S INTERNATIONAL REALTY CANADA,Brokerage,"1867 YONGE STREET STE 100TORONTO, Ontario M4S1Y5",Single Family,Apartment,,500 - 599 sqft,Waterfront Communities C8,Condominium/Strata,"$2,102.95 (CAD)",Underground,3 days,1,1,,"Blinds, Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer","Balcony, Carpet Free, In suite Laundry","Security/Concierge, Exercise Centre, Party Room, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,"Pet Restrictions, Community Centre",$484.78 (CAD) Monthly,"Water, Heat, Insurance, Common Area Maintenance",Crossbridge Condominium Services 416-583-1715,0,,,"Hardwood, Tile",,,,,,,,,,,,"Park, Public Transit, Hospital, Schools",,,,,,,Outdoor pool,,,,,,,,,,,,,,,,,,,,,
"$990,000","2105 - 8 THE ESPLANADEToronto (Waterfront Communities), Ontario M5E0A6",C10430632,RE/MAX WEALTH BUILDERS REAL ESTATE,Brokerage,"45 HARBOUR SQUARE #2TORONTO, Ontario M5J2G4",Single Family,Apartment,,900 - 999 sqft,Waterfront Communities C8,Condominium/Strata,"$4,004.30 (CAD)",Underground,3 days,1,2,1,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings",Balcony,"Security/Concierge, Exercise Centre, Party Room, Visitor Parking",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$911.40 (CAD) Monthly,"Heat, Water, Common Area Maintenance, Insurance, Parking",Del Property Management,1,View,1,Wood,,,,,,,,,,,,Public Transit,,,,,,,Indoor pool,,,,,,,,,,,,,,,,,,,,,
"$1,299,900","PH1408 - 629 KING STREET WToronto (Waterfront Communities), Ontario M5V0G9",C10430640,KELLER WILLIAMS REFERRED URBAN REALTY,Brokerage,"156 DUNCAN MILL RD UNIT 1TORONTO, Ontario M3B3N2",Single Family,Apartment,,1000 - 1199 sqft,Waterfront Communities C1,Condominium/Strata,"$6,788.09 (CAD)",Underground,3 days,2,2,,,Balcony,"Security/Concierge, Exercise Centre, Storage - Locker",Central air conditioning,,Concrete,Pet Restrictions,$935.84 (CAD) Monthly,"Common Area Maintenance, Heat, Insurance, Parking, Water",Elite Property Management,1,View,,Hardwood,,,,,,,,,,,,"Park, Public Transit, Schools",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$999,999","1308 - 15 BRUYERES MEWSToronto (Niagara), Ontario M5V0A7",C10430641,ROYAL LEPAGE TERREQUITY REALTY,Brokerage,"3082 BLOOR ST., W.TORONTO, Ontario M8X1C8",Single Family,Apartment,,1000 - 1199 sqft,Niagara,Condominium/Strata,"$3,504.91 (CAD)",Underground,3 days,2,2,,"Dishwasher, Dryer, Hood Fan, Refrigerator, Stove, Washer, Whirlpool, Window Coverings","Balcony, Carpet Free","Exercise Centre, Visitor Parking, Recreation Centre, Party Room, Storage - Locker, Security/Concierge",Central air conditioning,Forced air,"Brick, Steel",Pet Restrictions,$956.38 (CAD) Monthly,"Heat, Water, Common Area Maintenance, Insurance, Parking",FirstService Residential 416-847-7256,1,"Lake view, City view",,"Laminate, Tile",,,,,,,,,,,,"Park, Public Transit, Marina",,,,,,,,,,Lake/Pond,,,,,,,,,,,,,,,,,,
"$2,998,800","336 ST GERMAIN AVENUEToronto (Lawrence Park North), Ontario M5M1W3",C10430647,RE/MAX HALLMARK REALTY LTD.,Brokerage,"170 MERTON STTORONTO, Ontario M4S1A1",Single Family,House,3,,Lawrence Park North,Freehold,"$11,116 (CAD)",Detached Garage,3 days,3,5,1,"Central Vacuum, Cooktop, Dishwasher, Dryer, Hot Tub, Microwave, Oven, Refrigerator, Washer, Window Coverings",,Fireplace(s),Central air conditioning,Forced air (Natural gas),"Brick, Stone",,,,,2,,2,Hardwood,,20.5 x 88 FT,Walk out,N/A (Finished),Detached,,,,1,Sanitary sewer,Municipal water,,,"20 ft ,6 in",88 ft,Concrete,,,,,,,,,,,,,,,,,,,,,,,,
"$635,000","4401 - 87 PETER STREETToronto (Waterfront Communities), Ontario M5V0P1",C10430667,LANDPOWER REAL ESTATE LTD.,Brokerage,"3621 HIGHWAY 7 EAST, #403MARKHAM, Ontario L3R0G6",Single Family,Apartment,,,Waterfront Communities C1,Condominium/Strata,"$2,410.52 (CAD)",Underground,3 days,1,1,,,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$350.05 (CAD) Monthly,"Heat, Water, Common Area Maintenance, Insurance",Menkes Property Management 416-977-9430,0,,,Laminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$399,000","303 - 170 FORT YORK BOULEVARDToronto (Waterfront Communities), Ontario M5V0E6",C10430691,REAL BROKER ONTARIO LTD.,Brokerage,"130 KING ST W UNIT 1900BTORONTO, Ontario M5X1E3",Single Family,Apartment,,500 - 599 sqft,Waterfront Communities C1,Condominium/Strata,"$2,173 (CAD)",,3 days,1,1,,"Dryer, Range, Refrigerator, Stove, Washer, Window Coverings",Balcony,"Security/Concierge, Exercise Centre, Sauna, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$479 (CAD) Monthly,"Common Area Maintenance, Heat, Insurance, Water",OBEN 416-596-1529,0,,,"Hardwood, Ceramic",,,,,,,,,,,,"Beach, Park, Public Transit, Schools",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$724,000","1903 - 55 ONTARIO STREETToronto (Moss Park), Ontario M5A0T8",C10430704,SUTTON GROUP-HERITAGE REALTY INC.,Brokerage,"300 CLEMENTS ROAD WESTAJAX, Ontario L1S3C6",Single Family,Apartment,,600 - 699 sqft,Moss Park,Condominium/Strata,"$3,433.38 (CAD)",Underground,3 days,1,1,,,"Balcony, In suite Laundry","Exercise Centre, Storage - Locker, Security/Concierge",Central air conditioning,Heat Pump (Natural gas),Brick,Pet Restrictions,$635.60 (CAD) Monthly,"Water, Common Area Maintenance, Insurance, Parking",Icon Property Management,1,,1,"Laminate, Tile",,,,,,,Security guard,,,,,"Hospital, Place of Worship, Public Transit, Schools",,,,,,,,,,Lake/Pond,,,,,,,,,,,,,,,,,,
"$497,000","613 - 99 BROADWAY AVENUEToronto (Mount Pleasant West), Ontario M4P0E3",C10430738,HOMELIFE NEW WORLD REALTY INC.,Brokerage,"201 CONSUMERS RD., STE. 205TORONTO, Ontario M2J4G8",Single Family,Apartment,,,Mount Pleasant West,Condominium/Strata,"$1,967.98 (CAD)",Underground,3 days,1,1,,,Balcony,"Security/Concierge, Exercise Centre, Party Room, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,"Pet Restrictions, Community Centre",$395.17 (CAD) Monthly,"Water, Common Area Maintenance, Heat, Insurance",Del Property Management Inc Inc,0,City view,,Laminate,,,,,,,,,,,,"Park, Place of Worship, Public Transit, Schools",,,,,,,Outdoor pool,,,,,,,,,,,,,,,,,,,,,
"$3,619,000","38 LORRAINE DRIVEToronto (Willowdale West), Ontario M2N2E5",C10430753,LANDVIEW REALTY LTD.,Brokerage,"7100 WOODBINE AVE #306 UNIT 1MARKHAM, Ontario L3R5J2",Single Family,House,2,,Willowdale West,Freehold,"$18,000.89 (CAD)",Garage,3 days,5,7,1,Central Vacuum,Cul-de-sac,,Central air conditioning,Forced air (Natural gas),Stone,Community Centre,,,,10,,2,Hardwood,,60 x 125 FT ; 3 Car Garage! Walking to Yonge St.,Walk-up,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,"Park, Schools",,60 ft,125 ft,Concrete,,Single Family,,,,,,,,,,,,,,,,,,,,,,
"$1,050,000","TH7 - 175 PEARS AVENUEToronto (Annex), Ontario M5R0C1",C10430766,ROYAL LEPAGE ESTATE REALTY,Brokerage,"1052 KINGSTON ROADTORONTO, Ontario M4E1T4",Single Family,Row / Townhouse,2,1000 - 1199 sqft,Annex,Condominium/Strata,"$5,958.36 (CAD)",Underground,3 days,2,2,1,"Oven - Built-In, Range, Cooktop, Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings","Balcony, Carpet Free","Security/Concierge, Exercise Centre, Party Room, Visitor Parking",Central air conditioning,Forced air (Natural gas),Brick,Pet Restrictions,$813.19 (CAD) Monthly,"Common Area Maintenance, Insurance, Heat, Water",First Service Residential,1,,,Hardwood,,,,,,,,,,,,"Hospital, Park, Public Transit, Schools",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$649,999","1018 - 20 RICHARDSON STREETToronto (Waterfront Communities), Ontario M5A4J9",C10430768,ROYAL LEPAGE SIGNATURE REALTY,Brokerage,"201-30 EGLINTON AVE WESTMISSISSAUGA, Ontario L5R3E7",Single Family,Apartment,,600 - 699 sqft,Waterfront Communities C8,Condominium/Strata,"$3,308 (CAD)",Underground,3 days,2,2,,"Blinds, Dishwasher, Dryer, Refrigerator, Stove, Washer",Balcony,"Security/Concierge, Exercise Centre, Storage - Locker",Wall unit,Forced air (Natural gas),Concrete,Pet Restrictions,$624.72 (CAD) Monthly,"Heat, Water, Common Area Maintenance, Insurance, Parking",ICC Property Management,1,View,,Laminate,,,,,,,,,,,,"Beach, Hospital, Marina, Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$399,000","611 - 210 VICTORIA STREETToronto (Church-Yonge Corridor), Ontario M5B2R3",C10430769,SAM MCDADI REAL ESTATE INC.,Brokerage,"110 - 5805 WHITTLE RDMISSISSAUGA, Ontario L4Z2J1",Single Family,Apartment,,,Church-Yonge Corridor,Condominium/Strata,"$1,650 (CAD)",Underground,3 days,,1,,"Dishwasher, Dryer, Range, Refrigerator, Stove, Washer","Carpet Free, In suite Laundry","Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Pet Restrictions,$311.48 (CAD) Monthly,"Insurance, Common Area Maintenance, Heat, Electricity, Water",First Service Residential,0,City view,,Laminate,,,,,,,,,,,,"Hospital, Public Transit",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,638,000","30 GWENDOLEN AVENUEToronto (Lansing-Westgate), Ontario M2N1A2",C10430776,KELLER WILLIAMS REFERRED URBAN REALTY,Brokerage,"246 SHEPPARD AVE WTORONTO, Ontario M2N1N3",Single Family,House,1.5,,Lansing-Westgate,Freehold,"$6,778.93 (CAD)",Detached Garage,3 days,4,2,,"Dishwasher, Dryer, Hood Fan, Refrigerator, Stove, Washer, Whirlpool, Window Coverings","Wooded area, Ravine, Level",,Central air conditioning,Radiant heat (Natural gas),Brick,,,,,6,View,,"Carpeted, Linoleum, Hardwood",,48.75 x 130 FT,Separate entrance,N/A (Partially finished),Detached,,,Water Heater - Gas,,Sanitary sewer,Municipal water,"Park, Public Transit, Schools",Fenced yard,"48 ft ,9 in",130 ft,Block,,,,,,,,,,,,,,,,,,,,,,,,
"$799,888","1023 - 39 QUEENS QUAY EToronto (Waterfront Communities), Ontario M5E0A4",C10430847,ALLIANCE REALTY INC.,Brokerage,"20092 WARDEN AVEEAST GWILLIMBURY, Ontario L0G1R0",Single Family,Apartment,,600 - 699 sqft,Waterfront Communities C1,Condominium/Strata,"$4,427.54 (CAD)",Underground,3 days,1,1,,,Balcony,"Security/Concierge, Exercise Centre, Storage - Locker",Central air conditioning,Forced air (Electric),Concrete,Pet Restrictions,$714.38 (CAD) Monthly,"Common Area Maintenance, Heat, Insurance, Parking, Water",First Service Residential,1,Direct Water View,1,Hardwood,,,,,,,,,,,,,,,,,,,Outdoor pool,,,,,,,,,,,,,,,,,,,,,
"$849,000","1204 - 15 MERCER STREETToronto (Waterfront Communities), Ontario M5V0T8",C10430849,RE/MAX PLUS CITY TEAM INC.,Brokerage,"14B HARBOUR STREETTORONTO, Ontario M5J2Y4",Single Family,Apartment,,600 - 699 sqft,Waterfront Communities C1,Condominium/Strata,$0 (CAD),,3 days,2,2,,"Dishwasher, Dryer, Microwave, Range, Refrigerator, Stove, Washer",Carpet Free,,Central air conditioning,Forced air (Natural gas),Aluminum siding,Pet Restrictions,$458.12 (CAD) Monthly,"Heat, Water, Insurance, Common Area Maintenance",Forest Hill Kipling Residential Management,0,,,Laminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$745,000","PH2 - 77 MAITLAND PLACEToronto (Cabbagetown-South St. James Town), Ontario M4Y2V6",C10430862,RE/MAX REALTRON BARRY COHEN HOMES INC.,Brokerage,"309 YORK MILLS RO UNIT 7TORONTO, Ontario M2L1L3",Single Family,Apartment,,900 - 999 sqft,Cabbagetown-South St. James Town,Condominium/Strata,"$3,019 (CAD)",Underground,3 days,2,2,,,"Balcony, Carpet Free","Security/Concierge, Exercise Centre, Recreation Centre, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Natural gas),Brick,Pet Restrictions,$813.18 (CAD) Monthly,"Common Area Maintenance, Heat, Insurance, Water",Mrcm,1,View,,"Porcelain Tile, Hardwood",Squash & Raquet Court,,,,,,,,,,,Public Transit,Fenced yard,,,,,Residential,Indoor pool,,,,,,,,,,,,,,,,,,,,,
"$599,000","321 - 3 MARKET STREETToronto (Waterfront Communities), Ontario M5E0A3",C10430878,ROYAL LEPAGE SIGNATURE REALTY,Brokerage,"495 WELLINGTON ST W #100TORONTO, Ontario M5V1G1",Single Family,Apartment,,600 - 699 sqft,Waterfront Communities C8,Condominium/Strata,"$2,765.04 (CAD)",,3 days,1,1,,,,"Security/Concierge, Exercise Centre, Recreation Centre, Storage - Locker",Central air conditioning,Forced air (Natural gas),Brick,Pet Restrictions,$537.24 (CAD) Monthly,"Heat, Water, Common Area Maintenance, Insurance",Goldview Property Management,0,,,,,,,,,,,,,,,"Hospital, Public Transit",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$809,900","1104 - 123 PORTLAND STREETToronto (Waterfront Communities), Ontario M5V0V9",C10430884,SAGE REAL ESTATE LIMITED,Brokerage,"2010 YONGE STREETTORONTO, Ontario M4S1Z9",Single Family,Apartment,,600 - 699 sqft,Waterfront Communities C1,Condominium/Strata,$0 (CAD),Underground,3 days,1,1,,,Balcony,"Security/Concierge, Exercise Centre, Party Room, Visitor Parking",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$702.63 (CAD) Monthly,"Insurance, Common Area Maintenance",Melbourne Property Management,0,View,1,Hardwood,,,,,,,,,,,,"Park, Public Transit, Schools",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,185,000","TH 112 - 60 HOMEWOOD AVENUEToronto (Cabbagetown-South St. James Town), Ontario M4Y2X4",C10430894,RE/MAX PLUS CITY TEAM INC.,Brokerage,"14B HARBOUR STREETTORONTO, Ontario M5J2Y4",Single Family,Row / Townhouse,2,2000 - 2249 sqft,Cabbagetown-South St. James Town,Condominium/Strata,"$3,991.31 (CAD)",Underground,3 days,3,4,1,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings",Carpet Free,"Visitor Parking, Recreation Centre, Storage - Locker",Central air conditioning,Forced air (Natural gas),Brick,Pet Restrictions,"$1,620.38 (CAD) Monthly","Common Area Maintenance, Heat, Electricity, Insurance, Parking, Water",Philmor Group Ltd 416-929-6616,1,,1,,"Squash & Raquet Court, Tennis Court",,,Full (Finished),,,,,,,,Public Transit,,,,,,,Indoor pool,,,,,,,,,,,,,,,,,,,,,
"$999,900","6 WORTHAM DRIVE SToronto (Woburn), Ontario M1G1W4",E10430481,RE/MAX ROYAL PROPERTIES REALTY,Brokerage,"19 - 7595 MARKHAM ROADMARKHAM, Ontario L3S0B6",Single Family,House,1,,Woburn,Freehold,"$3,325.69 (CAD)",Attached Garage,3 days,3,2,,Central Vacuum,Irregular lot size,,Central air conditioning,Forced air (Natural gas),Brick,,,,,3,,1,"Hardwood, Ceramic, Laminate",,45.5 x 110 FT|under 1/2 acre,Separate entrance,Partial,Detached,Bungalow,,,,Sanitary sewer,Municipal water,Public Transit,,"45 ft ,6 in",110 ft,Block,Cable (Available),,,,,,,,,,,,,,,,,,,,,,,
"$1,190,000","8 LANTERN COURTToronto (Milliken), Ontario M1V0B1",E10430491,RE/MAX ELITE REAL ESTATE,Brokerage,"165 EAST BEAVER CREEK RD #18RICHMOND HILL, Ontario L4B2N2",Single Family,House,2,,Milliken,Freehold,"$6,044.19 (CAD)",Garage,3 days,4,5,1,"Water Heater, Dryer, Range, Refrigerator, Stove, Washer, Window Coverings","Irregular lot size, Carpet Free",,Central air conditioning,Forced air (Natural gas),Brick,School Bus,,,,6,View,2,"Ceramic, Laminate, Hardwood",,48.05 x 81.32 FT,"Separate entrance, Walk-up",N/A,Detached,,,,1,Sanitary sewer,Municipal water,"Public Transit, Schools",Fenced yard,48 ft,"81 ft ,3 in",Concrete,,,,,,,,,,,,,,,,,,,,,,,,
"$1,299,999","33 HAMPTON AVENUEToronto (North Riverdale), Ontario M4K2Y5",E10430505,SAGE REAL ESTATE LIMITED,Brokerage,"2010 YONGE STREETTORONTO, Ontario M4S1Z9",Single Family,House,2,1500 - 2000 sqft,North Riverdale,Freehold,"$7,324.56 (CAD)",,3 days,3,2,,"Dishwasher, Dryer, Refrigerator, Stove, Washer, Window Coverings",,Fireplace(s),,Forced air (Natural gas),Brick,,,,,0,,,"Hardwood, Tile","Patio(s), Deck",22.8 x 102.7 FT|under 1/2 acre,Walk out,N/A (Finished),Semi-detached,,,,1,Sanitary sewer,Municipal water,"Hospital, Park, Place of Worship, Public Transit, Schools",Fenced yard,"22 ft ,9 in","102 ft ,8 in",Brick,"Cable (Available), Sewer (Installed)",,,,Landscaped,,,,,,,,,,,,,,,,,,,
"$539,000","2121 - 238 BONIS AVENUEToronto (Tam O'Shanter-Sullivan), Ontario M1T3W7",E10430518,HOMELIFE LANDMARK REALTY INC.,Brokerage,"7240 WOODBINE AVE UNIT 103MARKHAM, Ontario L3R1A4",Single Family,Apartment,,600 - 699 sqft,Tam O'Shanter-Sullivan,Condominium/Strata,"$1,902.67 (CAD)",Underground,3 days,1,1,,,"Balcony, In suite Laundry","Recreation Centre, Exercise Centre, Sauna, Storage - Locker",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Pet Restrictions,$535.34 (CAD) Monthly,"Common Area Maintenance, Heat, Insurance, Parking, Water",Del Property Management,1,,1,"Ceramic, Laminate, Carpeted",,,,,,,,,,,,Public Transit,,,,,,,Indoor pool,,,,,,,,,,,,,,,,,,,,,
"$1,725,000","45 STRATHMORE BOULEVARDToronto (Danforth), Ontario M4C1N5",E10430683,UNION REALTY BROKERAGE INC.,Brokerage,"2234 QUEEN ST EAST UNIT ATORONTO, Ontario M4E1G2",Single Family,House,3,,Danforth,Freehold,"$6,745 (CAD)",Detached Garage,3 days,4,5,1,Garage door opener remote(s),"Lane, Sump Pump",,Wall unit,Hot water radiator heat (Natural gas),"Brick, Aluminum siding",,,,,2,,1,,,20.17 x 125 FT,Separate entrance,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,"20 ft ,2 in",125 ft,Brick,,,,,,,,,,,,,,,,,,,,,,,,
"$1,088,000","4 FLATWOODS DRIVEToronto (Milliken), Ontario M1V4H4",E10430731,RE/MAX EXCEL REALTY LTD.,Brokerage,"120 WEST BEAVER CREEK RD #23RICHMOND HILL, Ontario L4B1L2",Single Family,House,2,,Milliken,Freehold,"$4,337.44 (CAD)",Attached Garage,3 days,3,3,,Water Heater,In-Law Suite,,Central air conditioning,Forced air (Natural gas),Brick,Community Centre,,,,4,,2,"Hardwood, Tile, Laminate",,24.6 x 114.83 FT,,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,"Park, Public Transit, Schools",Fenced yard,"24 ft ,7 in","114 ft ,9 in",Concrete,,Residential,,,,,,,,,,,,,,,,,,,,,,
"$950,000","53 SATOK TERRACEToronto (West Hill), Ontario M1E3N6",E10430736,RE/MAX HALLMARK REALTY LTD.,Brokerage,,Single Family,House,1,,West Hill,Freehold,"$4,005.62 (CAD)",Attached Garage,3 days,3,2,1,"Garage door opener remote(s), Water Heater, Dishwasher, Freezer, Microwave, Refrigerator, Stove","Cul-de-sac, Ravine, Conservation/green belt",Fireplace(s),Central air conditioning,Forced air (Natural gas),Brick,,,,,2,View,1,"Carpeted, Concrete, Vinyl",,50 x 163.76 FT ; Irregular,"Separate entrance, Walk out",N/A (Finished),Detached,Bungalow,,,,Sanitary sewer,Municipal water,,,50 ft,"163 ft ,9 in",Unknown,,Residential,,,,River/Stream,,,,,,,,,,,,,,,,,,
"$899,900","146 COLERIDGE AVENUEToronto (Woodbine-Lumsden), Ontario M4C4H6",E10430755,EXP REALTY,Brokerage,"2281 KINGSTON RD 2/FLRTORONTO, Ontario M1N1T8",Single Family,House,1,,Woodbine-Lumsden,Freehold,"$3,799 (CAD)",,3 days,3,4,,,Carpet Free,,Central air conditioning,Forced air (Natural gas),Brick,,,,,2,,2,Laminate,,25 x 95 FT,"Apartment in basement, Separate entrance",N/A,Detached,Bungalow,,,,Sanitary sewer,Municipal water,,,25 ft,95 ft,Brick,,,,,,,,,,,,,,,,,,,,,,,,
"$999,000","1 SILVERSTED DRIVEToronto (Agincourt North), Ontario M1S3G4",E10430773,RE/MAX REALTRON MICH LEUNG REALTY INC.,Brokerage,"183 WILLOWDALE AVENUETORONTO, Ontario M2N4Y9",Single Family,House,,,Agincourt North,Freehold,"$5,393.28 (CAD)",Attached Garage,3 days,3,3,1,"Dishwasher, Oven, Refrigerator, Stove, Washer, Window Coverings",,,Central air conditioning,Forced air (Natural gas),Brick,,,,,4,,2,"Hardwood, Tile, Carpeted",,55 x 97.72 FT,,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,55 ft,"97 ft ,8 in",Poured Concrete,,,,Sidesplit,,,,,,,,,,,,,,,,,,,,
