,link,Neighbourhood,address
3276,/on/etobicoke-real-estate/208-61-richview-rd/home/DO1w3Wqrrply8Jg0/,Edenbridge-Humber Valley,"208 - 61 Richview Rd , Etobicoke - Humber Heights"
3277,/on/scarborough-real-estate/130-hollis-ave/home/knbq6y1GRl03o9DA/,Birchcliffe-Cliffside,"130 Hollis Ave , Scarborough - Birchcliffe-Cliffside"
3278,/on/north-york-real-estate/63-david-dunlap-circ/home/gJRv53K060XYVPW4/,Banbury-Don Mills,"63 David Dunlap Circ , North York - Banbury-Don Mills"
3281,/on/etobicoke-real-estate/814-2267-lake-shore-blvd-w/home/obqB176LdqwYZajD/,Humber Bay Shores,"814 - 2267 Lake Shore Blvd W , Etobicoke - Mimico"
3282,/on/scarborough-real-estate/4-benorama-cres/home/Xawjy41wzP67rR18/,Woburn North,"4 Benorama Cres , Scarborough - Woburn"
3284,/on/north-york-real-estate/155-plunkett-rd/home/nM697k58xMmYbmwe/,Humber Summit,"155 Plunkett Rd , North York - Humber Summit"
3285,/on/scarborough-real-estate/26-l-amoreaux-dr/home/b1DBW7RD46dYqlAp/,East L'Amoreaux,"26 L'Amoreaux Dr , Scarborough - L'Amoreaux"
3286,/on/north-york-real-estate/57-regent-rd/home/K8OgYBVOadXYJmG2/,Downsview,"57 Regent Rd , North York - Downsview-Roding-CFB"
3287,/on/scarborough-real-estate/1606-1328-birchmount-rd/home/x9w8o3mKKjdyGKjm/,Wexford/Maryvale,"1606 - 1328 Birchmount Rd , Scarborough - Wexford-Maryvale"
3288,/on/toronto-real-estate/736-crawford-st/home/0Zaw5Yo2RP63n961/,Dovercourt Village,"736 Crawford St , Toronto - Dovercourt-Wallace Emerson-Junction"
3290,/on/north-york-real-estate/704-18-concorde-pl/home/damgL7Aj8B23Z1MW/,Banbury-Don Mills,"704 - 18 Concorde Pl , North York - Banbury-Don Mills"
3291,/on/north-york-real-estate/1539-5-everson-dr/home/MB5bO3xv0nkykWVP/,Avondale,"1539 - 5 Everson Dr , North York - Willowdale East"
3292,/on/toronto-real-estate/278-gledhill-ave/home/XeEn7X6OgX0YrPo8/,Woodbine-Lumsden,"278 Gledhill Ave , Toronto - Woodbine-Lumsden"
3296,/on/etobicoke-real-estate/208-61-richview-rd/home/DO1w3Wqrrply8Jg0/,Edenbridge-Humber Valley,"208 - 61 Richview Rd , Etobicoke - Humber Heights"
3297,/on/scarborough-real-estate/130-hollis-ave/home/knbq6y1GRl03o9DA/,Birchcliffe-Cliffside,"130 Hollis Ave , Scarborough - Birchcliffe-Cliffside"
3298,/on/north-york-real-estate/63-david-dunlap-circ/home/gJRv53K060XYVPW4/,Banbury-Don Mills,"63 David Dunlap Circ , North York - Banbury-Don Mills"
3300,/on/toronto-real-estate/611-152-st-patrick-st-e/home/obqB176zbzw7ZajD/,Kensington-Chinatown,"611 - 152 St Patrick St , Toronto - Kensington-Chinatown"
3302,/on/toronto-real-estate/3705-2221-yonge-st/home/VaD6p782496YwRQr/,South Eglinton-Davisville,"3705 - 2221 Yonge St , Toronto - Mount Pleasant West"
3303,/on/scarborough-real-estate/18-snowball-cres/home/NkKJ3JdNkO9yd4V6/,Malvern West,"18 Snowball Cres , Scarborough - Malvern"
3304,/on/toronto-real-estate/115-1-2-marlborough-ave/home/RdXze3eP9qo78m9K/,Annex,"115 1/2 Marlborough Ave , Toronto - Annex"
3305,/on/toronto-real-estate/3912-19-bathurst-st/home/0Zaw5YobLWL3n961/,Harbourfront-CityPlace,"3912 - 19 Bathurst St , Toronto - Waterfront Communities C1"
3306,/on/etobicoke-real-estate/2347-25-viking-lane/home/r56k97wkq5P7KRjD/,Etobicoke City Centre,"2347 - 25 Viking Lane , Etobicoke - Islington-City Centre West"
3307,/on/toronto-real-estate/485-lauder-ave/home/MB5bO3xaWVLYkWVP/,Oakwood Village,"485 Lauder Ave , Toronto - Oakwood Village"
3308,/on/toronto-real-estate/675-old-weston-rd/home/XRla7gxQ5n53jEvL/,Weston-Pelham Park,"675 Old Weston Rd , Toronto - Weston-Pellam Park"
3309,/on/toronto-real-estate/16-grandview-ave/home/RdXze3eEqBe38m9K/,North Riverdale,"16 Grandview Ave , Toronto - North Riverdale"
3312,/on/toronto-real-estate/3208-100-harbour-st/home/0Zaw5YoE8vl7n961/,St Lawrence-East Bayfront-The Islands,"3208 - 100 Harbour St , Toronto - Waterfront Communities C1"
3314,/on/north-york-real-estate/195-valley-rd/home/ZEXrx30QpEGYOklN/,Bridle Path-Sunnybrook-York Mills,"195 Valley Rd , North York - Bridle Path-Sunnybrook-York Mills"
3315,/on/etobicoke-real-estate/104-59-annie-craig-dr/home/VaD6p78pe2J7wRQr/,Humber Bay Shores,"104 - 59 Annie Craig Dr , Etobicoke - Mimico"
3316,/on/scarborough-real-estate/41-purley-cres/home/a6zqW7dQ8ee35eZE/,Cliffcrest,"41 Purley Cres , Scarborough - Cliffcrest"
3317,/on/scarborough-real-estate/130-hollis-ave/home/knbq6y1GRl03o9DA/,Birchcliffe-Cliffside,"130 Hollis Ave , Scarborough - Birchcliffe-Cliffside"
3320,/on/toronto-real-estate/875-shaw-st/home/aQmD7znlpR47J9Bo/,Dovercourt Village,"875 Shaw St , Toronto - Dovercourt-Wallace Emerson-Junction"
3321,/on/toronto-real-estate/21-dalrymple-dr/home/NAKv53DbeN5yMnxB/,Rockcliffe-Smythe,"21 Dalrymple Dr , Toronto - Rockcliffe-Smythe"
3322,/on/north-york-real-estate/63-david-dunlap-circ/home/gJRv53K060XYVPW4/,Banbury-Don Mills,"63 David Dunlap Circ , North York - Banbury-Don Mills"
3323,/on/etobicoke-real-estate/208-61-richview-rd/home/DO1w3Wqrrply8Jg0/,Edenbridge-Humber Valley,"208 - 61 Richview Rd , Etobicoke - Humber Heights"
3326,/on/scarborough-real-estate/130-hollis-ave/home/knbq6y1GRl03o9DA/,Birchcliffe-Cliffside,"130 Hollis Ave , Scarborough - Birchcliffe-Cliffside"
3329,/on/toronto-real-estate/548-lauder-ave/home/jJKdOYrwBxPy54lW/,Oakwood Village,"548 Lauder Ave , Toronto - Oakwood Village"
3332,/on/toronto-real-estate/275-winnett-ave/home/Zaw5Yo50kM07n961/,Humewood-Cedarvale,"275 Winnett Ave , Toronto - Humewood-Cedarvale"
3333,/on/etobicoke-real-estate/3819-30-shorebreeze-dr/home/wJKR7P8nerB7XeLP/,Humber Bay Shores,"3819 - 30 Shorebreeze Dr , Etobicoke - Mimico"
3334,/on/scarborough-real-estate/125-salome-dr/home/BXeEn7Xdq1E7rPo8/,Agincourt South-Malvern West,"125 Salome Dr , Scarborough - Agincourt South-Malvern West"
3336,/on/toronto-real-estate/894-ossington-ave/home/XeEn7X6NEMoYrPo8/,Dovercourt Village,"894 Ossington Ave , Toronto - Dovercourt-Wallace Emerson-Junction"
3337,/on/etobicoke-real-estate/1506-625-the-west-mall/home/510QqypaWpm7LGlV/,Eringate-Centennial-West Deane,"1506 - 625 The West Mall , Etobicoke - Eringate-Centennial-West Deane"
3338,/on/north-york-real-estate/131-old-sheppard-ave/home/02Zpj39lDMq7DrK8/,Pleasant View,"131 Old Sheppard Ave , North York - Pleasant View"
3340,/on/scarborough-real-estate/192-audrey-ave/home/5xLkv3VwWEmYDBNr/,Birchcliffe-Cliffside,"192 Audrey Ave , Scarborough - Birchcliffe-Cliffside"
3344,/on/scarborough-real-estate/23-eastport-dr/home/xLkv3V9pkZm7DBNr/,Centennial Scarborough,"23 Eastport Dr , Scarborough - Centennial Scarborough"
3345,/on/toronto-real-estate/1116-1030-king-st-w/home/BGMnKYqx8Dd3w1Qr/,West Queen West,"1116 - 1030 King St W , Toronto - Niagara"
3347,/on/toronto-real-estate/3017-85-wood-st/home/gaQmD7zavE2yJ9Bo/,Church-Wellesley,"3017 - 85 Wood St , Toronto - Church-Yonge Corridor"
3349,/on/scarborough-real-estate/149-darlingside-dr/home/XeEn7X6OblGYrPo8/,West Hill,"149 Darlingside Dr , Scarborough - West Hill"
3350,/on/toronto-real-estate/1811-231-fort-york-blvd/home/2Z5BX32wQ1lYDar0/,Fort York-Liberty Village,"1811 - 231 Fort York Blvd , Toronto - Niagara"
3351,/on/etobicoke-real-estate/12-20-woodstream-dr/home/mZRW7naWZngyEBO9/,West Humber-Clairville,"12 - 20 Woodstream Dr , Etobicoke - West Humber-Clairville"
3352,/on/north-york-real-estate/2808-117-mcmahon-dr/home/DnM697kPXM63bmwe/,Bayview Village,"2808 - 117 Mcmahon Dr , North York - Bayview Village"
3353,/on/toronto-real-estate/729-55-stewart-st/home/VaD6p78pNk07wRQr/,Wellington Place,"729 - 55 Stewart St , Toronto - Waterfront Communities C1"
3355,/on/etobicoke-real-estate/1032-165-legion-rd-n/home/zVwod7vGJM35mGNk/,Mimico-Queensway,"1032 - 165 Legion Rd N , Etobicoke - Mimico"
3356,/on/toronto-real-estate/333-20-bruyeres-mews/home/weQp5yOwrN1yd0ZE/,Fort York-Liberty Village,"333 - 20 Bruyeres Mews , Toronto - Niagara"
3357,/on/toronto-real-estate/4106-65-bremner-blvd/home/0MWBVyZdZk43Kemj/,St Lawrence-East Bayfront-The Islands,"4106 - 65 Bremner Blvd , Toronto - Waterfront Communities C1"
3358,/on/north-york-real-estate/401-1070-sheppard-ave-w/home/a6zqW7drPKVY5eZE/,York University Heights,"401 - 1070 Sheppard Ave W , North York - York University Heights"
3360,/on/toronto-real-estate/430-westmoreland-ave/home/510Qqypa4417LGlV/,Junction-Wallace Emerson,"430 Westmoreland Ave N , Toronto - Dovercourt-Wallace Emerson-Junction"
3361,/on/north-york-real-estate/1-baroness-cres/home/bqB176WDgWK3ZajD/,Don Valley Village,"1 Baroness Cres , North York - Don Valley Village"
3362,/on/toronto-real-estate/810-46-western-battery-rd/home/2Z5BX32B5QO3Dar0/,Fort York-Liberty Village,"810 - 46 Western Battery Rd , Toronto - Niagara"
3363,/on/toronto-real-estate/29-lessard-ave/home/ZNkKJ3JNd8e3d4V6/,Lambton Baby Point,"29 Lessard Ave , Toronto - Lambton Baby Point"
3364,/on/north-york-real-estate/ph02-18-pemberton-ave/home/EeVbOYENbwGyx2P0/,Newtonbrook East,"PH02 - 18 Pemberton Ave , North York - Newtonbrook East"
3365,/on/north-york-real-estate/1608-5168-yonge-st/home/NAKv53DgjPw7MnxB/,Willowdale West,"1608 - 5168 Yonge St , North York - Willowdale West"
3368,/on/north-york-real-estate/401-1070-sheppard-ave-w/home/a6zqW7drPKVY5eZE/,York University Heights,"401 - 1070 Sheppard Ave W , North York - York University Heights"
3369,/on/etobicoke-real-estate/3017-30-shore-breeze-dr/home/nM697k5oWmbYbmwe/,Humber Bay Shores,"3017 - 30 Shore Breeze Dr , Etobicoke - Mimico"
3371,/on/etobicoke-real-estate/348-prince-edward-dr-n/home/Z5BX32zwAp13Dar0/,Kingsway South,"348 Prince Edward Dr N , Etobicoke - Kingsway South"
3372,/on/toronto-real-estate/2005-33-lombard-st/home/6VLaGyG4mwa7W1ZD/,Downtown Yonge East,"2005 - 33 Lombard St , Toronto - Church-Yonge Corridor"
3373,/on/scarborough-real-estate/1226-warden-ave/home/K8OgYBVeMwdYJmG2/,Wexford/Maryvale,"1226 Warden Ave , Scarborough - Wexford-Maryvale"
3374,/on/toronto-real-estate/1209-87-peter-st/home/Zaw5Yo5aDE07n961/,Wellington Place,"1209 - 87 PETER St , Toronto - Waterfront Communities C1"
3375,/on/toronto-real-estate/66-northridge-ave/home/x9w8o3mmbNv3GKjm/,Old East York,"66 Northridge Ave , Toronto - East York"
3376,/on/toronto-real-estate/277-brooke-ave/home/0J6Em7bnLR87XBeq/,Bedford Park-Nortown,"277 Brooke Ave , Toronto - Bedford Park-Nortown"
3377,/on/toronto-real-estate/1007-211-queens-quay-w/home/weQp5yOQweg3d0ZE/,Harbourfront-CityPlace,"1007 - 211 Queens Quay , Toronto - Waterfront Communities C1"
3378,/on/north-york-real-estate/806-45-sunrise-ave/home/5xLkv3VvQZQ3DBNr/,Victoria Village,"806 - 45 Sunrise Ave , North York - Victoria Village"
3382,/on/scarborough-real-estate/1226-warden-ave/home/K8OgYBVeMwdYJmG2/,Wexford/Maryvale,"1226 Warden Ave , Scarborough - Wexford-Maryvale"
3383,/on/toronto-real-estate/66-northridge-ave/home/x9w8o3mmbNv3GKjm/,Old East York,"66 Northridge Ave , Toronto - East York"
3386,/on/scarborough-real-estate/121-38-lee-centre-dr/home/jJKdOYrBZalY54lW/,Woburn North,"121 - 38 Lee Centre Dr , Scarborough - Woburn"
3389,/on/toronto-real-estate/3507-21-iceboat-terr/home/jJKdOYrW8AKy54lW/,Harbourfront-CityPlace,"3507 - 21 Iceboat Terr , Toronto - Waterfront Communities C1"
3390,/on/north-york-real-estate/239-2885-bayview-ave/home/PXRla7gNn9ryjEvL/,Bayview Village,"239 - 2885 Bayview Ave , North York - Bayview Village"
3391,/on/scarborough-real-estate/1619-88-corporate-dr/home/jJKdOYreWBP354lW/,Woburn North,"1619 - 88 Corporate Dr , Scarborough - Woburn"
3392,/on/toronto-real-estate/159-blythwood-rd/home/obqB176ANjayZajD/,Mount Pleasant East,"159 Blythwood Rd , Toronto - Mount Pleasant East"
3393,/on/toronto-real-estate/137-dinnick-cres/home/damgL7Alj2EyZ1MW/,Lawrence Park South,"137 Dinnick Cres , Toronto - Lawrence Park South"
3394,/on/toronto-real-estate/201-39-queens-quay-e/home/ZNkKJ3JJvj63d4V6/,St Lawrence-East Bayfront-The Islands,"201 - 39 Queens Quay E , Toronto - Waterfront Communities C8"
3395,/on/north-york-real-estate/1605-1461-lawrence-ave-w/home/02Zpj39ZQrgYDrK8/,Brookhaven-Amesbury,"1605 - 1461 Lawrence Ave W , North York - Brookhaven-Amesbury"
3398,/on/toronto-real-estate/home/eQp5yO8aXlb7d0ZE/,Rosedale-Moore Park,"80 Chestnut Park Rd , Toronto - Rosedale-Moore Park"
3399,/on/scarborough-real-estate/306-115-bonis-ave/home/5xLkv3V1Pd67DBNr/,Tam O'Shanter-Sullivan,"306 - 115 Bonis Ave , Scarborough - Tam O'Shanter-Sullivan"
3401,/on/north-york-real-estate/2510-275-yorkland-rd/home/jJKdOYr6mjY54lWL/,Henry Farm,"2510 - 275 Yorkland Rd , North York - Henry Farm"
3404,/on/etobicoke-real-estate/516-475-the-west-mall/home/gaQmD7zdGDMYJ9Bo/,Etobicoke West Mall,"516 - 475 The West Mall , Etobicoke - Etobicoke West Mall"
3405,/on/scarborough-real-estate/1619-88-corporate-dr/home/jJKdOYreWBP354lW/,Woburn North,"1619 - 88 Corporate Dr , Scarborough - Woburn"
3407,/on/scarborough-real-estate/306-30-meadowglen-pl/home/nbq6y10aOmDYo9DA/,Golfdale-Cedarbrae-Woburn,"306 - 30 Meadowglen Pl , Scarborough - Woburn"
3408,/on/toronto-real-estate/2603-300-front-st-w/home/DnM697k8XB13bmwe/,Wellington Place,"2603 - 300 Front St W , Toronto - Waterfront Communities C1"
3409,/on/toronto-real-estate/1914-125-western-battery-rd/home/0MWBVyZkZGJ7Kemj/,Fort York-Liberty Village,"1914 - 125 Western Battery Road , Toronto - Niagara"
3412,/on/scarborough-real-estate/19-fallen-oak-st/home/0Zaw5Yon1OV3n961/,Morningside Heights,"19 Fallen Oak St , Scarborough - Rouge E11"
3413,/on/north-york-real-estate/246-60-parrotta-dr-e/home/02Zpj39awdq3DrK8/,Pelmo Park-Humberlea,"246 - 60 Parrotta Dr , North York - Humberlea-Pelmo Park W5"
3414,/on/scarborough-real-estate/1502-5-greystone-walk-dr/home/0Zaw5YoaWoL7n961/,Kennedy Park,"1502 - 5 Greystone Walk Dr , Scarborough - Kennedy Park"
3419,/on/toronto-real-estate/15-avion-ave/home/0ZxwR7M58Z97KabB/,The Beaches,"15 Avion Ave , Toronto - The Beaches"
3420,/on/toronto-real-estate/15-avion-ave/home/0ZxwR7M58Z97KabB/,The Beaches,"15 Avion Ave , Toronto - The Beaches"
3422,/on/toronto-real-estate/184-rushton-rd/home/2Z5BX320Eq8yDar0/,Wychwood,"184 Rushton Rd , Toronto - Wychwood"
3427,/on/toronto-real-estate/2407-15-mercer-st/home/B5bO3xX8xQl3kWVP/,Wellington Place,"2407 - 15 Mercer St , Toronto - Waterfront Communities C1"
3428,/on/toronto-real-estate/2315-8-park-rd/home/0MWBVyZEJdXYKemj/,Rosedale-Moore Park,"2315 - 8 Park Rd , Toronto - Rosedale-Moore Park"
3429,/on/toronto-real-estate/162-banff-rd/home/obqB176dW4KYZajD/,Mount Pleasant East,"162 Banff Rd , Toronto - Mount Pleasant East"
3430,/on/north-york-real-estate/215-215-the-donway-w/home/DO1w3WqkvXKy8Jg0/,Banbury-Don Mills,"215 - 215 The Donway W , North York - Banbury-Don Mills"
3431,/on/scarborough-real-estate/123-chartland-blvd-s/home/xmZRW7n2daV7EBO9/,Agincourt North,"123 Chartland Blvd S , Scarborough - Agincourt North"
3433,/on/toronto-real-estate/631-indian-rd/home/jJKdOYrzRePY54lW/,High Park North,"631 Indian Rd , Toronto - High Park North"
3434,/on/etobicoke-real-estate/3303-33-shore-breeze-dr-w/home/nM697k5rOrWYbmwe/,Humber Bay Shores,"3303 - 33 Shore Breeze Dr W , Etobicoke - Mimico"
3435,/on/etobicoke-real-estate/1201-kipling-ave/home/Z5BX32z6Q0D3Dar0/,Princess-Rosethorn,"1201 Kipling Ave , Etobicoke - Princess-Rosethorn"
3438,/on/toronto-real-estate/4008-12-york-st/home/EeVbOYERBByx2P0z/,Harbourfront-CityPlace,"4008 - 12 York St , Toronto - Waterfront Communities C1"
3440,/on/north-york-real-estate/619-25-greenview-ave/home/b1DBW7RrV817qlAp/,Newtonbrook West,"619 - 25 Greenview Ave , North York - Newtonbrook West"
3442,/on/toronto-real-estate/144-wiltshire-ave/home/jJKdOYrzxqqY54lW/,Weston-Pelham Park,"144 Wiltshire Ave , Toronto - Weston-Pellam Park"
3444,/on/scarborough-real-estate/435-5225-finch-ave-e/home/dXawjy4rjAw3rR18/,Agincourt North,"435 - 5225 Finch Ave E , Scarborough - Agincourt North"
3445,/on/north-york-real-estate/2311-10-northtown-way/home/knbq6y1KkmB3o9DA/,Yonge-Doris,"2311 - 10 Northtown Way , North York - Willowdale East"
3447,/on/toronto-real-estate/2805-30-roehampton-ave/home/RdXze3eVxjoY8m9K/,North Toronto,"2805 - 30 Roehampton Ave , Toronto - Mount Pleasant West"
3448,/on/scarborough-real-estate/3628b-st-clair-ave-e/home/ZEXrx30zwwnyOklN/,Cliffcrest,"3628B St Clair Ave E , Scarborough - Cliffcrest"
3450,/on/scarborough-real-estate/204-39-kimbercroft-crt/home/mZRW7naebJRyEBO9/,Agincourt South-Malvern West,"204 - 39 Kimbercroft Crt , Scarborough - Agincourt South-Malvern West"
3451,/on/north-york-real-estate/lph07-28-byng-ave/home/obqB1765zLMyZajD/,Yonge-Doris,"LPH07 - 28 Byng Ave , North York - Willowdale East"
3453,/on/toronto-real-estate/4008-12-york-st/home/EeVbOYERBByx2P0z/,Harbourfront-CityPlace,"4008 - 12 York St , Toronto - Waterfront Communities C1"
3454,/on/toronto-real-estate/105-1555-avenue-rd/home/weQp5yO6EJ1Yd0ZE/,Bedford Park-Nortown,"105 - 1555 Avenue Rd , Toronto - Bedford Park-Nortown"
3455,/on/scarborough-real-estate/1505-101-prudential-dr/home/5xLkv3V2pgn3DBNr/,Dorset Park,"1505 - 101 Prudential Dr , Scarborough - Dorset Park"
3456,/on/north-york-real-estate/307e-30-fashion-rose-way/home/RdXze3eOj8oy8m9K/,Avondale,"307E - 30 Fashion Roseway , North York - Willowdale East"
3457,/on/etobicoke-real-estate/39-85-irwin-rd/home/obqB176GnXw3ZajD/,Elms-Old Rexdale,"39 - 85 Irwin Rd , Etobicoke - Elms-Old Rexdale"
3458,/on/toronto-real-estate/ph32-38-grand-magazine-st/home/BXeEn7XDgK7rPo8d/,Fort York-Liberty Village,"PH32 - 38 Grand Magazine St , Toronto - Niagara"
3461,/on/toronto-real-estate/105-1555-avenue-rd/home/weQp5yO6EJ1Yd0ZE/,Bedford Park-Nortown,"105 - 1555 Avenue Rd , Toronto - Bedford Park-Nortown"
3462,/on/scarborough-real-estate/1505-101-prudential-dr/home/5xLkv3V2pgn3DBNr/,Dorset Park,"1505 - 101 Prudential Dr , Scarborough - Dorset Park"
3463,/on/north-york-real-estate/307e-30-fashion-rose-way/home/RdXze3eOj8oy8m9K/,Avondale,"307E - 30 Fashion Roseway , North York - Willowdale East"
3466,/on/etobicoke-real-estate/55-twelfth-st/home/LzQ1y5E9MJEyqdeK/,New Toronto,"55 Twelfth St , Etobicoke - New Toronto"
3467,/on/toronto-real-estate/28-tecumseth-st/home/r56k97w9A26YKRjD/,West Queen West,"28 Tecumseth St , Toronto - Niagara"
3470,/on/toronto-real-estate/507-1-edgewater-dr/home/0ZxwR7MEv9V7KabB/,St Lawrence-East Bayfront-The Islands,"507 - 1 Edgewater Dr , Toronto - Waterfront Communities C8"
3472,/on/scarborough-real-estate/17-holmcrest-tr/home/eVbOYEpANzr3x2P0/,Centennial Scarborough,"17 Holmcrest Tr , Scarborough - Centennial Scarborough"
3473,/on/north-york-real-estate/914-350-seneca-hill-dr/home/EXrx30XK1vZ3OklN/,Don Valley Village,"914 - 350 Seneca Hill Dr , North York - Don Valley Village"
3474,/on/north-york-real-estate/85-giltspur-dr/home/6zqW7dGnmD1y5eZE/,Glenfield-Jane Heights,"85 Giltspur Dr , North York - Glenfield-Jane Heights"
3475,/on/north-york-real-estate/110-anthia-dr/home/510Qqyp9j5P7LGlV/,Humber Summit,"110 Anthia Dr , North York - Humber Summit"
3476,/on/toronto-real-estate/104-lee-ave/home/kbEDRYaQ5zOY1VaB/,The Beaches,"104 Lee Ave , Toronto - The Beaches"
3477,/on/north-york-real-estate/33-clematis-rd/home/0J6Em7bzpEQ7XBeq/,Pleasant View,"33 Clematis Rd , North York - Pleasant View"
3478,/on/toronto-real-estate/1105-160-vanderhoof-ave/home/6VLaGyGJ9vjYW1ZD/,Thorncliffe Park,"1105 - 160 Vanderhoof Ave , Toronto - Thorncliffe Park"
3479,/on/north-york-real-estate/59-plum-treeway/home/ZNkKJ3Jv6pG3d4V6/,Westminster-Branson,"59 Plum Tree Way , North York - Westminster-Branson"
3481,/on/scarborough-real-estate/17-holmcrest-tr/home/eVbOYEpANzr3x2P0/,Centennial Scarborough,"17 Holmcrest Tr , Scarborough - Centennial Scarborough"
3482,/on/north-york-real-estate/2609-100-upper-madison-ave/home/RdXze3eKKOky8m9K/,Lansing-Westgate,"2609 - 100 Upper Madison Ave , North York - Lansing-Westgate"
3483,/on/toronto-real-estate/104-lee-ave/home/kbEDRYaQ5zOY1VaB/,The Beaches,"104 Lee Ave , Toronto - The Beaches"
3484,/on/scarborough-real-estate/20-eaglewing-crt/home/gAaOyL8Nel5yGxMb/,Morningside,"20 Eaglewing Crt , Scarborough - Morningside"
3485,/on/north-york-real-estate/113-30-fashion-roseway-e/home/eVbOYEpA1jD3x2P0/,Avondale,"113 - 30 Fashion Roseway E , North York - Willowdale East"
3486,/on/toronto-real-estate/28-tecumseth-st/home/r56k97w9A26YKRjD/,West Queen West,"28 Tecumseth St , Toronto - Niagara"
3487,/on/north-york-real-estate/85-giltspur-dr/home/6zqW7dGnmD1y5eZE/,Glenfield-Jane Heights,"85 Giltspur Dr , North York - Glenfield-Jane Heights"
3488,/on/north-york-real-estate/914-350-seneca-hill-dr/home/EXrx30XK1vZ3OklN/,Don Valley Village,"914 - 350 Seneca Hill Dr , North York - Don Valley Village"
3490,/on/toronto-real-estate/305-2464-weston-rd/home/VgAaOyLDp1KyGxMb/,Weston,"305 - 2464 Weston Rd , Toronto - Weston"
3491,/on/toronto-real-estate/4507-11-wellesley-st-w/home/K8OgYBVlqk6YJmG2/,Bay-Cloverhill,"4507 - 11 Wellesley St W , Toronto - Bay Street Corridor"
3492,/on/north-york-real-estate/110-anthia-dr/home/510Qqyp9j5P7LGlV/,Humber Summit,"110 Anthia Dr , North York - Humber Summit"
3498,/on/toronto-real-estate/501-50-mccaul-st/home/ZxwR7MwlMn9YKabB/,Kensington-Chinatown,"501 - 50 Mccaul St , Toronto - Kensington-Chinatown"
3499,/on/toronto-real-estate/465-st-clements-ave/home/b1DBW7Rn2oR7qlAp/,Lawrence Park South,"465 St Clements Ave , Toronto - Lawrence Park South"
3500,/on/etobicoke-real-estate/9-seguin-crt/home/NAKv53DDv163MnxB/,Mount Olive-Silverstone-Jamestown,"9 Seguin Crt , Etobicoke - Mount Olive-Silverstone-Jamestown"
3502,/on/toronto-real-estate/507-541-blackthorn-ave/home/weQp5yOwwz0yd0ZE/,Keelesdale-Eglinton West,"507 - 541 Blackthorn Ave , Toronto - Keelesdale-Eglinton West"
3503,/on/etobicoke-real-estate/309-859-the-queensway-w/home/MWBVyZ94mPkYKemj/,Stonegate-Queensway,"309 - 859 The Queensway , Etobicoke - Stonegate-Queensway"
